X,Y,OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
-8371443.3373,4860554.9414,3647,3019317,Lancaster Av & Haverford Av,NOT AVAILABLE,20669,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9629170000001,-75.2019549999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & HAVERFORD AVE,PHILADELPHIA,PA,19104,Lancaster Av & Haverford Av - SEPTA
-8371607.1439,4860687.436,3648,3019318,Lancaster Av & Wallace St,NOT AVAILABLE,20670,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9638292500001,-75.2034265,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & WALLACE ST,PHILADELPHIA,PA,19104,Lancaster Av & Wallace St - SEPTA
-8372304.9223,4861248.2249,3649,3019319,Lancaster Av & Parrish St,NOT AVAILABLE,20673,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.96769025,-75.20969475,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & PARRISH ST,PHILADELPHIA,PA,19104,Lancaster Av & Parrish St - SEPTA
-8372468.3122,4861380.7927,3650,3019320,Lancaster Av & Ogden St,NOT AVAILABLE,20674,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.96860294,-75.211162507,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & OGDEN ST,PHILADELPHIA,PA,19104,Lancaster Av & Ogden St - SEPTA
-8372634.2118,4861512.4423,3651,3019321,Lancaster Av & Westminster St,NOT AVAILABLE,20675,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9695092960001,-75.212652808,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & WESTMINSTER ST,PHILADELPHIA,PA,19104,Lancaster Av & Westminster St - SEPTA
-8373408.5211,4862124.382,3652,3019322,Lancaster Av & 49th St,NOT AVAILABLE,20678,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.973722106,-75.219608547,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & 49TH ST,PHILADELPHIA,PA,19131,Lancaster Av & 49th St - SEPTA
-8374207.6229,4862629.8891,3653,3019323,Lancaster Av & 52nd St,NOT AVAILABLE,20681,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.977202,-75.2267869999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & 52ND ST,PHILADELPHIA,PA,19131,Lancaster Av & 52nd St - SEPTA
-8376406.6281,4863129.3358,3654,3019324,63rd St & Columbia Av,NOT AVAILABLE,20695,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9806400000001,-75.246541,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,63RD ST & COLUMBIA AVE,PHILADELPHIA,PA,19151,63rd St & Columbia Av - SEPTA
-8376346.7074,4863586.2163,3655,3019325,Malvern Av & 63rd St Loop,NOT AVAILABLE,31294,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9837848400001,-75.2460027229999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MALVERN AVE,PHILADELPHIA,PA,19151,Malvern Av & 63rd St Loop - SEPTA
-8370731.7316,4860068.9209,3656,3019326,Lancaster Av & Powelton Av,NOT AVAILABLE,31488,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.959570555,-75.1955625379999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,LANCASTER AVE & POWELTON AVE,PHILADELPHIA,PA,19104,Lancaster Av & Powelton Av - SEPTA
-8372634.2151,4857349.028,3657,3019327,Woodland Av & 49th St,NOT AVAILABLE,297,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9408399860001,-75.2126528379999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 49TH ST,PHILADELPHIA,PA,19143,Woodland Av & 49th St - SEPTA
-8371600.6317,4858613.8742,3658,3019328,40th St Trolley Portal,NOT AVAILABLE,301,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.949551,-75.203368,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,BALTIMORE AVE & 40TH ST,PHILADELPHIA,PA,19104,40th St Trolley Portal - SEPTA
-8374637.3724,4855509.809,3659,3019329,Woodland Av & 62nd St,NOT AVAILABLE,303,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.928171279,-75.230647506,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 62ND ST,PHILADELPHIA,PA,19142,Woodland Av & 62nd St - SEPTA
-8376374.2341,4853921.4127,3660,3019330,Woodland Av & Island Av,NOT AVAILABLE,304,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.917228375,-75.24625,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & ISLAND AVE,PHILADELPHIA,PA,19142,Woodland Av & Island Av - SEPTA
-8378165.0864,4854129.6385,3661,3019331,Darby Transportation Center - trolley,NOT AVAILABLE,305,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.918663,-75.2623374999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,9TH ST & MAIN ST,DARBY,PA,19023,Darby Transportation Center - trolley - SEPTA
-8372769.0411,4857223.0046,3662,3019332,Woodland Av & 50th St,NOT AVAILABLE,317,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9399720000001,-75.2138639999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 50TH ST,PHILADELPHIA,PA,19143,Woodland Av & 50th St - SEPTA
-8377595.4011,4854052.2336,3663,3019333,Main St & Summit St,NOT AVAILABLE,20697,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.918129703,-75.25721993,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & SUMMIT ST,DARBY,PA,19023,Main St & Summit St - SEPTA
-8377426.0684,4854004.7787,3664,3019334,Main St & 6th St,NOT AVAILABLE,20698,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9178027500001,-75.255698788,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & 6TH ST,DARBY,PA,19023,Main St & 6th St - SEPTA
-8377281.9332,4853961.998,3665,3019335,Main St & 5th St,NOT AVAILABLE,20699,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9175080000001,-75.254404,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & 5TH ST,DARBY,PA,19023,Main St & 5th St - SEPTA
-8377108.7201,4853910.1824,3666,3019336,Main St & 4th St,NOT AVAILABLE,20700,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.917151,-75.252848,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & 4TH ST,DARBY,PA,19023,Main St & 4th St - SEPTA
-8376975.4707,4853869.688,3667,3019337,Main St & 3rd St,NOT AVAILABLE,20701,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9168720000001,-75.251651,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & 3RD ST,DARBY,PA,19023,Main St & 3rd St - SEPTA
-8376840.2175,4853829.6293,3668,3019338,Main St & 2nd St,NOT AVAILABLE,20702,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.916596,-75.250436,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & 2ND ST,DARBY,PA,19023,Main St & 2nd St - SEPTA
-8376684.8155,4853801.327,3669,3019339,Main St & Front St,NOT AVAILABLE,20703,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9164010000001,-75.24904,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & FRONT ST,DARBY,PA,19023,Main St & Front St - SEPTA
-8376164.7308,4854108.5925,3670,3019340,Woodland Av & 72nd St,NOT AVAILABLE,20705,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9185180000001,-75.244368,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 72ND ST,PHILADELPHIA,PA,19142,Woodland Av & 72nd St - SEPTA
-8376011.4439,4854248.6577,3671,3019341,Woodland Av & 71st St,NOT AVAILABLE,20706,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9194830000001,-75.242991,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 71ST ST,PHILADELPHIA,PA,19142,Woodland Av & 71st St - SEPTA
-8375837.6742,4854408.465,3672,3019342,Woodland Av & 70th St,NOT AVAILABLE,20707,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9205840000001,-75.24143,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 70TH ST,PHILADELPHIA,PA,19142,Woodland Av & 70th St - SEPTA
-8375682.9401,4854549.6956,3673,3019343,Woodland Av & 69th St,NOT AVAILABLE,20708,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9215570000001,-75.24004,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 69TH ST,PHILADELPHIA,PA,19142,Woodland Av & 69th St - SEPTA
-8375509.059,4854710.5239,3674,3019344,Woodland Av & 68th St,NOT AVAILABLE,20709,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9226650000001,-75.238478,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 68TH ST,PHILADELPHIA,PA,19142,Woodland Av & 68th St - SEPTA
-8375331.8384,4854873.3869,3675,3019345,Woodland Av & 67th St,NOT AVAILABLE,20710,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9237870000001,-75.236886,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 67TH ST,PHILADELPHIA,PA,19142,Woodland Av & 67th St - SEPTA
-8375183.4983,4855008.6085,3676,3019346,Woodland Av & 66th St,NOT AVAILABLE,20711,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9247185580001,-75.235553438,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 66TH ST,PHILADELPHIA,PA,19142,Woodland Av & 66th St - SEPTA
-8375046.9718,4855133.9442,3677,3019347,Woodland Av & 65th St,NOT AVAILABLE,20712,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9255820000001,-75.234327,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 65TH ST,PHILADELPHIA,PA,19142,Woodland Av & 65th St - SEPTA
-8374908.713,4855261.2496,3678,3019348,Woodland Av & 64th St,NOT AVAILABLE,20713,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9264590000001,-75.233085,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 64TH ST,PHILADELPHIA,PA,19142,Woodland Av & 64th St - SEPTA
-8374755.8713,4855400.7504,3679,3019349,Woodland Av & 63rd St,NOT AVAILABLE,20714,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92742,-75.231712,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 63RD ST,PHILADELPHIA,PA,19142,Woodland Av & 63rd St - SEPTA
-8374294.7429,4855823.8311,3680,3019350,Woodland Av & 60th St,NOT AVAILABLE,20716,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9303344580001,-75.227569613,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 60TH ST,PHILADELPHIA,PA,19142,Woodland Av & 60th St - SEPTA
-8374479.799,4855652.9019,3681,3019351,Woodland Av & 61st St,NOT AVAILABLE,20717,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.929157,-75.229232,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 61ST ST,PHILADELPHIA,PA,19142,Woodland Av & 61st St - SEPTA
-8373968.3561,4856122.901,3682,3019352,Woodland Av & 58th St,NOT AVAILABLE,20718,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9323945730001,-75.22463763,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 58TH ST,PHILADELPHIA,PA,19143,Woodland Av & 58th St - SEPTA
-8373812.55,4856268.1377,3683,3019353,Woodland Av & 57th St,NOT AVAILABLE,20719,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9333950000001,-75.223238,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 57TH ST,PHILADELPHIA,PA,19143,Woodland Av & 57th St - SEPTA
-8373644.1236,4856422.6059,3684,3019354,Woodland Av & 56th St,NOT AVAILABLE,20720,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9344590000001,-75.2217249999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 56TH ST,PHILADELPHIA,PA,19143,Woodland Av & 56th St - SEPTA
-8373491.3933,4856562.5585,3685,3019355,Woodland Av & 55th St,NOT AVAILABLE,20721,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9354230000001,-75.220353,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 55TH ST,PHILADELPHIA,PA,19143,Woodland Av & 55th St - SEPTA
-8373339.5535,4856701.9324,3686,3019356,Woodland Av & 54th St,NOT AVAILABLE,20722,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.936383,-75.218989,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 54TH ST,PHILADELPHIA,PA,19143,Woodland Av & 54th St - SEPTA
-8373034.7607,4856980.6859,3687,3019357,Woodland Av & 52nd St,NOT AVAILABLE,20723,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9383030000001,-75.2162509999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 52ND ST,PHILADELPHIA,PA,19143,Woodland Av & 52nd St - SEPTA
-8372908.4131,4857096.5452,3688,3019358,Woodland Av & 51st St,NOT AVAILABLE,20724,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9391010000001,-75.215116,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 51ST ST,PHILADELPHIA,PA,19143,Woodland Av & 51st St - SEPTA
-8372531.1513,4857525.5846,3689,3019359,Woodland Av & 48th St,NOT AVAILABLE,20726,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.942056,-75.2117269999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 48TH ST,PHILADELPHIA,PA,19143,Woodland Av & 48th St - SEPTA
-8372312.7542,4857868.6633,3690,3019360,Woodland Av & 46th St,NOT AVAILABLE,20727,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.944418856,-75.209765105,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 46TH ST,PHILADELPHIA,PA,19143,Woodland Av & 46th St - SEPTA
-8372183.9458,4858017.2241,3691,3019361,Woodland Av & 45th St,NOT AVAILABLE,20728,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9454420000001,-75.208608,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 45TH ST,PHILADELPHIA,PA,19104,Woodland Av & 45th St - SEPTA
-8372004.3318,4858220.7984,3692,3019362,Woodland Av & 42nd St,NOT AVAILABLE,20729,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9468440000001,-75.2069945,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 42ND ST,PHILADELPHIA,PA,19104,Woodland Av & 42nd St - SEPTA
-8370882.5654,4858835.7153,3693,3019363,37th St Trolley Station,NOT AVAILABLE,20731,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9510787080001,-75.196917501,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,BELOW,37TH ST & SPRUCE ST,PHILADELPHIA,PA,19104,37th St Trolley Station - SEPTA
-8370625.7785,4859258.1664,3694,3019364,36th St Trolley Station,NOT AVAILABLE,20732,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.953987823,-75.194610745,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,BELOW,36TH ST & SANSOM ST,PHILADELPHIA,PA,19104,36th St Trolley Station - SEPTA
-8371848.8529,4858404.588,3695,3019365,Woodland Av & 41st St,NOT AVAILABLE,20735,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9481097190001,-75.205597809,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 41ST ST,PHILADELPHIA,PA,19104,Woodland Av & 41st St - SEPTA
-8372151.6632,4858054.5409,3696,3019366,Woodland Av & 43rd St,NOT AVAILABLE,20737,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.945699,-75.208318,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 43RD ST,PHILADELPHIA,PA,19104,Woodland Av & 43rd St - SEPTA
-8373187.825,4856841.3082,3697,3019367,Woodland Av & 53rd St,NOT AVAILABLE,20743,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9373430000001,-75.2176259999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 53RD ST,PHILADELPHIA,PA,19143,Woodland Av & 53rd St - SEPTA
-8371791.9203,4858464.182,3698,3019368,Woodland Av & Chester Av,NOT AVAILABLE,20805,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9485201250001,-75.205086375,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & CHESTER AVE,PHILADELPHIA,PA,19104,Woodland Av & Chester Av - SEPTA
-8372432.2996,4857713.758,3699,3019369,Woodland Av & 47th St,NOT AVAILABLE,20958,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9433520000001,-75.210839,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,WOODLAND AVE & 47TH ST,PHILADELPHIA,PA,19143,Woodland Av & 47th St - SEPTA
-8377889.0622,4854057.0215,3700,3019370,Main St & Mill St,NOT AVAILABLE,24568,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.91816269,-75.259857932,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & MILL ST,DARBY,PA,19023,Main St & Mill St - SEPTA
-8377984.6932,4854064.1785,3701,3019371,Main St & Powell Av,NOT AVAILABLE,25241,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.918212,-75.2607169999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,MAIN ST & POWELL AVE,DARBY,PA,19023,Main St & Powell Av - SEPTA
-8374400.7622,4856608.4355,3702,3019372,Chester Av & 58th St,NOT AVAILABLE,320,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9357390000001,-75.2285219999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,CHESTER AVE & 58TH ST,PHILADELPHIA,PA,19143,Chester Av & 58th St - SEPTA
-8373067.5999,4857833.4009,3703,3019373,Chester Av & 49th St,NOT AVAILABLE,321,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.944176,-75.2165459999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,CHESTER AVE & 49TH ST,PHILADELPHIA,PA,19143,Chester Av & 49th St - SEPTA
-8375159.7308,4855636.224,3704,3019374,Kingsessing Av & Cemetery Av - Mt Moriah Loop,NOT AVAILABLE,324,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.929042112,-75.2353399309999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,KINGSESSING AVE & CEMETERY AVE,PHILADELPHIA,PA,19142,Kingsessing Av & Cemetery Av - Mt Moriah Loop - SEPTA
-8377055.7141,4854999.6871,3705,3019375,Chester Av & Allen Dr Yeadon Loop,NOT AVAILABLE,325,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9246570980001,-75.252371839,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,CHESTER AVE & ALLEN DR,YEADON,PA,19050,Chester Av & Allen Dr Yeadon Loop - SEPTA
-8377954.303,4854331.2463,3706,3019376,9th St & Ridge Av,NOT AVAILABLE,20768,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9200520000001,-75.2604439999999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,9TH ST & RIDGE AVE,DARBY,PA,19023,9th St & Ridge Av - SEPTA
-8377773.4723,4854508.2523,3707,3019377,9th St & Summit Av,NOT AVAILABLE,20770,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92127148,-75.2588195709999,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,9TH ST & SUMMIT AVE,DARBY,PA,19023,9th St & Summit Av - SEPTA
-8377462.916,4854701.9803,3708,3019378,9th St & Cedar Av,NOT AVAILABLE,20772,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9226061410001,-75.256029796,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015/12/04 00:00:00,GROUND,9TH ST & CEDAR AVE,DARBY,PA,19023,9th St & Cedar Av - SEPTA
